GeneSymbol,PSL
EDRF1,Nucleus
FAM161A,Centrosome
LGALS9B,Cytosol
BSX,Nucleus
ACOT6,Cytosol
PTCHD3,Endoplasmic reticulum
PTCHD3,Plasma membrane
ZNF829,Nucleus
PCGF3,Nucleus
SNAI3,Nucleus
PLEKHG6,Centrosome
GRAMD1B,Plasma membrane
CHD9,Cytosol
KRTAP6-1,Cytosol
TKFC,Nucleus
TMEM30B,Plasma membrane
PUS10,Nucleus
PUS10,Mitochondrion
MUCL3,Plasma membrane
WDR72,Nucleus
ZSCAN23,Nucleus
PIGY,Plasma membrane
HSDL1,Mitochondrion
ZNF718,Nucleus
SLC25A52,Mitochondrion
SP6,Nucleus
SP6,Cytosol
ALDH1L2,Mitochondrion
FOXD4L6,Nucleus
MOGAT2,Endoplasmic reticulum
GNPTAB,Golgi apparatus
CCDC88A,Endoplasmic reticulum
CCDC88A,Golgi apparatus
CCDC88A,Cytosol
CCDC88A,Plasma membrane
TBRG1,Nucleus
RABL6,Nucleus
RABL6,Centrosome
RABL6,Cytosol
VMA21,Lysosome
FAM174B,Golgi apparatus
FAM174B,Plasma membrane
TIMM50,Mitochondrion
TIMM50,Endoplasmic reticulum
TIMM50,Golgi apparatus
ZNF260,Cytosol
ZACN,Plasma membrane
PARP14,Cytosol
PARP14,Plasma membrane
PLEKHN1,Mitochondrion
PLEKHN1,Plasma membrane
TIGIT,Plasma membrane
SLC36A2,Plasma membrane
USH1G,Centrosome
USH1G,Cytosol
USH1G,Plasma membrane
PLK5,Nucleolus
GLYR1,Cytosol
ZNF876P,Nucleus
CCDC14,Centrosome
MTERF2,Mitochondrion
CRY2,Mitochondrion
CRY2,Cytosol
COX19,Mitochondrion
COX19,Cytosol
CERKL,Nucleolus
CERKL,Endoplasmic reticulum
CERKL,Golgi apparatus
CERKL,Cytosol
C2CD3,Centrosome
RIC1,Cytosol
GTDC1,Nucleus
VPS26B,Cytosol
LARP7,Nucleus
LARP7,Cytosol
NADK2,Mitochondrion
SCART1,Plasma membrane
ACSF3,Mitochondrion
PREPL,Nucleus
PREPL,Cytosol
TBC1D10B,Cytosol
TBC1D10B,Plasma membrane
ANO6,Cytosol
ANO6,Plasma membrane
NKAIN1,Plasma membrane
FILIP1L,Nucleus
SVEP1,Nucleus
ARID4B,Mitochondrion
ARID4B,Cytosol
MRPL51,Mitochondrion
SLC22A6,Plasma membrane
GRIPAP1,Cytosol
TMEM119,Plasma membrane
FLYWCH1,Cytosol
VWA3B,Cytosol
CCDC38,Centrosome
MORN2,Nucleus
PAN2,Nucleus
MIDN,Nucleus
MIDN,Nucleolus
MIDN,Cytosol
C4ORF46,Cytosol
RFTN2,Plasma membrane
FAM98B,Nucleus
EPC2,Nucleus
LINC02914,Nucleus
PDCD4,Cytosol
SEZ6,Plasma membrane
GPAT3,Endoplasmic reticulum
CEP55,Centrosome
NCBP3,Nucleus
MPPE1,Golgi apparatus
TMEM35A,Endoplasmic reticulum
HIKESHI,Nucleus
HIKESHI,Cytosol
ORMDL2,Endoplasmic reticulum
ACSM3,Mitochondrion
SLC44A4,Plasma membrane
PDLIM3,Cytosol
ZNF394,Nucleus
PLEKHO1,Nucleus
PARP10,Nucleus
PARP10,Nucleolus
PARP10,Golgi apparatus
PARP10,Cytosol
GLE1,Nucleolus
GLE1,Cytosol
GLE1,Centrosome
USP39,Nucleus
KLHL22,Nucleus
KLHL22,Lysosome
KLHL22,Centrosome
KLHL22,Cytosol
AGK,Mitochondrion
SETMAR,Nucleus
SETMAR,Nucleolus
AKIRIN2,Nucleus
PYCR3,Cytosol
CCDC92,Centrosome
CDCA8,Nucleolus
SMUG1,Nucleolus
SMUG1,Cytosol
LBH,Nucleus
ARHGAP15,Plasma membrane
TM4SF20,Plasma membrane
FASTKD1,Mitochondrion
RAB6D,Golgi apparatus
RAB6D,Cytosol
BOLA3,Mitochondrion
BOLA3,Cytosol
HS1BP3,Mitochondrion
HS1BP3,Endoplasmic reticulum
TAF1B,Nucleolus
CYBRD1,Plasma membrane
WDR81,Golgi apparatus
WDR81,Mitochondrion
WDR81,Cytosol
ZNF385B,Nucleus
SPIN4,Nucleus
ESCO2,Golgi apparatus
EAPP,Nucleus
PYDC2,Nucleus
PYDC2,Nucleolus
PYDC2,Cytosol
KHDC3L,Nucleus
PAN3,Nucleus
BRDT,Nucleus
DCAF6,Nucleus
DCAF6,Cytosol
TNNI3K,Nucleus
SPRN,Nucleolus
SPRN,Cytosol
TMEM97,Endoplasmic reticulum
TMEM97,Lysosome
TMEM97,Plasma membrane
ODF2,Nucleus
ODF2,Centrosome
YIF1B,Endoplasmic reticulum
YIF1B,Golgi apparatus
CAVIN4,Cytosol
CAVIN4,Plasma membrane
LRRC10,Nucleus
LRRC10,Mitochondrion
TTMP,Endoplasmic reticulum
TTMP,Plasma membrane
NOM1,Nucleolus
ZC3H12A,Nucleus
FLG2,Nucleus
IGSF11,Plasma membrane
ZNF628,Nucleus
RILPL1,Cytosol
RILPL1,Plasma membrane
CMPK2,Mitochondrion
ZNF542P,Nucleus
CENPW,Nucleolus
DNAJC21,Nucleolus
DNAJC21,Cytosol
SGO1,Centrosome
SGO1,Cytosol
ACSBG2,Mitochondrion
ACSBG2,Cytosol
ARSJ,Actin cytoskeleton
XKR3,Plasma membrane
TNFAIP8L3,Cytosol
HERC4,Cytosol
PIGG,Endoplasmic reticulum
CT83,Nucleus
CT83,Plasma membrane
BCORL1,Plasma membrane
ZMAT1,Nucleus
TCEAL5,Nucleus
PPP6R3,Cytosol
PPP6R3,Plasma membrane
DCAF17,Nucleolus
DCAF17,Cytosol
FIGN,Centrosome
ZNF766,Nucleus
TMEM67,Centrosome
BRD10,Nucleus
TECRL,Endoplasmic reticulum
SH3D19,Cytosol
SH3D19,Plasma membrane
ZNF667,Nucleus
ALG10B,Plasma membrane
EARS2,Mitochondrion
C3ORF38,Nucleus
EEF1AKMT2,Nucleus
EEF1AKMT2,Cytosol
AKAP4,Nucleus
MTUS2,Centrosome
MTUS2,Nucleus
DYNLT4,Nucleolus
OR10J3,Plasma membrane
PITRM1,Mitochondrion
WDR44,Golgi apparatus
WDR44,Cytosol
MEIG1,Cytosol
RAB41,Cytosol
RAB41,Plasma membrane
KLF17,Nucleus
AMER1,Plasma membrane
TJAP1,Golgi apparatus
TJAP1,Plasma membrane
RRP12,Nucleolus
RRP12,Cytosol
RRP12,Plasma membrane
COA6,Mitochondrion
COA6,Plasma membrane
TOR1AIP1,Nucleus
CEP78,Centrosome
AARS2,Mitochondrion
CFAP157,Cytosol
CFAP157,Plasma membrane
SOHLH1,Nucleus
PCID2,Nucleus
ZNF506,Nucleolus
EFHC1,Centrosome
HABP4,Nucleus
HABP4,Nucleolus
HABP4,Cytosol
GNAS,Cytosol
DOP1A,Cytosol
FAM209B,Nucleus
FAM209A,Nucleus
GPRASP1,Cytosol
SLC27A3,Mitochondrion
SLC27A3,Endoplasmic reticulum
SAMD9,Cytosol
DGKK,Plasma membrane
SPECC1,Cytosol
RNFT1,Endoplasmic reticulum
PPP4R3B,Centrosome
SPDYA,Nucleus
WDR45B,Lysosome
FFAR4,Plasma membrane
SAMD4B,Nucleus
SAMD4B,Cytosol
NEXMIF,Cytosol
RTP2,Plasma membrane
DNTTIP2,Nucleolus
ACER2,Golgi apparatus
H2BC18,Nucleus
H2BC18,Cytosol
RABGAP1L,Nucleus
RABGAP1L,Golgi apparatus
COX20,Mitochondrion
EXOSC6,Nucleus
EXOSC6,Nucleolus
EXOSC6,Cytosol
LRRK2,Mitochondrion
LRRK2,Endoplasmic reticulum
LRRK2,Golgi apparatus
LRRK2,Cytosol
LRRK2,Plasma membrane
ATAT1,Golgi apparatus
ATAT1,Cytosol
TTC39A,Centrosome
MANEA,Golgi apparatus
TSBP1,Nucleus
HP1BP3,Nucleus
VARS2,Mitochondrion
ZBTB41,Nucleus
ZMYM1,Nucleus
CEP170,Centrosome
CEP170,Cytosol
LDLRAP1,Cytosol
ZNF678,Nucleus
DNLZ,Nucleus
DNLZ,Mitochondrion
DNLZ,Cytosol
NOL9,Nucleolus
FRMPD1,Cytosol
GLYATL3,Mitochondrion
FREM2,Plasma membrane
CELF3,Nucleus
ZNF362,Nucleus
CC2D1B,Cytosol
FNBP1L,Cytosol
FNBP1L,Plasma membrane
FNBP1L,Cell cortex
MARCHF8,Lysosome
DCST1,Plasma membrane
THEM4,Mitochondrion
THEM4,Cytosol
EYS,Centrosome
FKBP15,Actin cytoskeleton
DDX59,Nucleus
TRAPPC3L,Endoplasmic reticulum
UTF1,Nucleus
OTUD3,Nucleus
ARMH3,Cytosol
ATAD3C,Mitochondrion
MPP7,Cell cortex
PDZK1,Plasma membrane
TMEM63B,Plasma membrane
TMEM63B,Actin cytoskeleton
ABCC10,Plasma membrane
IBA57,Mitochondrion
RBM20,Nucleus
TMTC4,Endoplasmic reticulum
ZFYVE27,Endoplasmic reticulum
ZFYVE27,Cytosol
UBR4,Centrosome
UBR4,Cytosol
TMEM170B,Plasma membrane
STXBP5,Cytosol
KIAA1217,Centrosome
ARHGAP21,Golgi apparatus
ARHGAP21,Plasma membrane
ARHGAP21,Actin cytoskeleton
BEND3,Nucleolus
ZNF648,Nucleus
MRPL2,Mitochondrion
DCAF12,Cytosol
DCAF12,Nucleus
DCAF12,Centrosome
KIF24,Centrosome
KANK4,Cytosol
GORAB,Nucleolus
GORAB,Golgi apparatus
GORAB,Cytosol
ZNF618,Nucleus
GPR158,Plasma membrane
GPR158,Nucleus
ERCC6L2,Centrosome
PPP1R26,Nucleolus
ACBD5,Peroxisome
ATAD3B,Mitochondrion
PIP5KL1,Cytosol
ARMC12,Nucleus
ARMC12,Plasma membrane
WLS,Endoplasmic reticulum
WLS,Golgi apparatus
WLS,Cytosol
WLS,Plasma membrane
RNF187,Nucleus
RNF187,Cytosol
INTS11,Nucleus
INTS11,Cytosol
CPTP,Golgi apparatus
CPTP,Cytosol
CPTP,Plasma membrane
UTP14C,Nucleolus
UTP14C,Cytosol
DCAF8,Nucleus
DCAF8,Mitochondrion
DCAF8,Cytosol
TUT4,Nucleolus
TUT4,Cytosol
DEPDC1,Nucleus
CEP162,Centrosome
CEP162,Cytosol
FRY,Centrosome
MAGI3,Nucleus
MAGI3,Plasma membrane
AK9,Nucleus
TTBK1,Cytosol
DDI2,Cytosol
LGSN,Plasma membrane
ZNF697,Nucleus
H3-7,Nucleus
NDUFAF5,Mitochondrion
TSPO2,Plasma membrane
AHDC1,Nucleus
MICOS10,Mitochondrion
STPG1,Nucleus
STPG1,Mitochondrion
FAM72A,Mitochondrion
FAM72A,Cytosol
ANKRD20A1,Plasma membrane
CROCC,Centrosome
CROCC,Cytosol
CROCC,Plasma membrane
CROCC,Actin cytoskeleton
GDF5-AS1,Mitochondrion
MEX3C,Nucleus
PIK3R6,Plasma membrane
RIF1,Plasma membrane
VPS53,Golgi apparatus
VPS53,Cytosol
STRIP1,Nucleus
STRIP1,Cytosol
OBSCN,Cytosol
OBSCN,Plasma membrane
CEP350,Nucleus
CEP350,Centrosome
MTARC1,Mitochondrion
GFI1B,Nucleus
GFI1B,Plasma membrane
EEF1A1P5,Nucleus
RNF20,Nucleus
RNF20,Nucleolus
CFAP95,Plasma membrane
ATP5F1EP2,Mitochondrion
HHAT,Endoplasmic reticulum
HHAT,Golgi apparatus
PDE4DIP,Nucleus
PDE4DIP,Golgi apparatus
PDE4DIP,Centrosome
AGBL4,Golgi apparatus
ZNF318,Cytosol
FAM171A1,Plasma membrane
SFMBT2,Nucleus
SFMBT2,Cytosol
FOXD4L5,Nucleus
KIAA0319,Plasma membrane
ZNF691,Nucleus
IRAK1BP1,Nucleus
MYSM1,Nucleus
MYSM1,Nucleolus
NTMT2,Nucleus
FOCAD,Cytosol
GPR107,Golgi apparatus
GPR107,Plasma membrane
HACD4,Endoplasmic reticulum
TAF3,Nucleus
TASOR2,Cytosol
TENT5C,Nucleus
TENT5C,Centrosome
MLIP,Cytosol
DAB2IP,Plasma membrane
LYPLAL1,Cytosol
NKAIN2,Plasma membrane
CHIC1,Plasma membrane
IER5,Nucleus
IER5,Nucleolus
RAET1L,Endoplasmic reticulum
RAET1L,Plasma membrane
MALRD1,Golgi apparatus
ECPAS,Nucleus
ECPAS,Endoplasmic reticulum
ECPAS,Centrosome
TUT7,Cytosol
FOXB2,Nucleus
JAKMIP3,Golgi apparatus
IZUMO3,Plasma membrane
DENND4C,Golgi apparatus
DENND4C,Cytosol
NAA35,Cytosol
NAA35,Plasma membrane
CARMIL1,Cytosol
CARMIL1,Plasma membrane
RRAGB,Lysosome
METTL21C,Nucleus
ZDHHC20,Plasma membrane
RESP18,Golgi apparatus
TENT4A,Nucleus
TENT4A,Golgi apparatus
BTBD8,Nucleus
MICOS13,Mitochondrion
RNF123,Cytosol
ANO1,Plasma membrane
GGNBP1,Golgi apparatus
ZKSCAN2,Nucleus
TSHZ3,Nucleus
TSHZ3,Plasma membrane
AFMID,Nucleus
AFMID,Cytosol
RNF213,Cytosol
RNF213,Nucleolus
AP1AR,Golgi apparatus
AP1AR,Cytosol
TNS2,Plasma membrane
KANK2,Mitochondrion
WASHC2A,Nucleolus
WASHC2A,Cytosol
WASHC2A,Plasma membrane
LPCAT4,Endoplasmic reticulum
FRG2,Nucleus
ICE2,Cytosol
LARP1B,Nucleus
CEP135,Centrosome
TMEM198,Plasma membrane
MAP1S,Nucleus
MAP1S,Nucleolus
MAP1S,Centrosome
MAP1S,Cytosol
ARL6IP4,Nucleolus
KAZN,Cytosol
RAP1GAP2,Centrosome
RAP1GAP2,Cytosol
STEAP4,Plasma membrane
CREB3L3,Nucleus
CREB3L3,Endoplasmic reticulum
ACSM2B,Mitochondrion
ARID2,Plasma membrane
UTP25,Nucleolus
RPGRIP1L,Centrosome
RPGRIP1L,Cytosol
RPGRIP1L,Plasma membrane
TNS3,Cytosol
HAUS3,Centrosome
SPTY2D1,Nucleolus
MBLAC2,Plasma membrane
FMN1,Plasma membrane
PLA2G4F,Mitochondrion
USF3,Nucleus
LMBRD2,Plasma membrane
ZFYVE26,Lysosome
ZFYVE26,Centrosome
MSL1,Nucleus
SPATA31H1,Nucleus
RNF43,Plasma membrane
ZNF626,Nucleus
INTS3,Nucleus
ARHGAP17,Cytosol
ARHGAP17,Plasma membrane
CDCA2,Cytosol
NAIF1,Nucleus
NAIF1,Mitochondrion
NAIF1,Cytosol
NAIF1,Plasma membrane
VIRMA,Cytosol
SPECC1L,Actin cytoskeleton
TXNDC8,Golgi apparatus
ZNF518A,Nucleus
WWC2,Cytosol
ZNF660,Nucleus
SCARA3,Endoplasmic reticulum
TRIM68,Nucleus
TRIM68,Nucleolus
TRIM68,Golgi apparatus
TRIM68,Cytosol
FCRLB,Endoplasmic reticulum
CYB5R2,Nucleus
SP5,Nucleus
ATL3,Endoplasmic reticulum
TBC1D3G,Plasma membrane
PLAG1,Centrosome
PLAG1,Cytosol
RPL7L1,Nucleolus
LGALS9C,Cytosol
PVRIG,Plasma membrane
NXN,Cytosol
TTC19,Mitochondrion
H2BC20P,Nucleus
MCTP2,Cytosol
FCRL6,Plasma membrane
IQSEC1,Nucleolus
H2BC19P,Nucleus
CDC42BPG,Cytosol
CLEC6A,Plasma membrane
TTLL5,Nucleus
TTLL5,Centrosome
TTLL5,Cytosol
TTLL5,Plasma membrane
VASN,Mitochondrion
CARMIL2,Plasma membrane
CARMIL2,Actin cytoskeleton
SFRP4,Nucleus
H2AC18,Nucleus
CIAPIN1,Nucleolus
CIAPIN1,Mitochondrion
XAF1,Mitochondrion
OTUD7B,Nucleus
LAIR1,Plasma membrane
RAET1G,Endoplasmic reticulum
RAET1G,Plasma membrane
ABLIM2,Actin cytoskeleton
THOC7,Nucleus
THOC7,Cytosol
ELP2,Cytosol
LAMTOR1,Lysosome
DHRS7B,Nucleus
GLYAT,Mitochondrion
GRAMD4,Mitochondrion
DESI1,Nucleus
DESI1,Cytosol
PHETA2,Cytosol
TANGO2,Mitochondrion
TANGO2,Golgi apparatus
TANGO2,Cytosol
JADE1,Nucleus
JADE1,Centrosome
JADE1,Plasma membrane
SNRNP48,Cytosol
OR5M10,Plasma membrane
OR8G2P,Plasma membrane
OR10K2,Plasma membrane
OR6B2,Cytosol
OR6B2,Plasma membrane
CAPRIN2,Mitochondrion
CAPRIN2,Centrosome
CAPRIN2,Cytosol
CAPRIN2,Plasma membrane
MRM1,Mitochondrion
PPP4R3A,Centrosome
PPP4R3A,Cytosol
ETFRF1,Mitochondrion
CENPP,Nucleolus
TBC1D3C,Plasma membrane
TCEAL6,Nucleus
CCSAP,Centrosome
NAPEPLD,Golgi apparatus
PLEKHA7,Centrosome
PLEKHA7,Cytosol
SDE2,Nucleus
SDE2,Golgi apparatus
SDE2,Cytosol
SDE2,Plasma membrane
TTBK2,Nucleus
TTBK2,Cytosol
EIF5AL1,Nucleus
GRHL2,Nucleus
ZNF425,Nucleus
ANO7,Endoplasmic reticulum
ANO7,Cytosol
ANO7,Plasma membrane
CIMIP2A,Nucleus
STYK1,Plasma membrane
RCSD1,Cytosol
PYHIN1,Nucleolus
NIPBL,Nucleus
NIPBL,Cytosol
SLC25A25,Mitochondrion
FAM72D,Cytosol
B4GALNT3,Golgi apparatus
TENM4,Plasma membrane
ZNF280D,Nucleus
NAA16,Cytosol
MFSD5,Plasma membrane
ALKBH2,Nucleus
ALKBH2,Nucleolus
LRRC8E,Plasma membrane
NANOGP8,Nucleus
CCDC70,Plasma membrane
ZSCAN25,Nucleus
HMBOX1,Nucleus
HMBOX1,Centrosome
HMBOX1,Cytosol
MRNIP,Nucleus
APOBEC3H,Nucleus
APOBEC3H,Cytosol
RHBDD2,Golgi apparatus
PSAPL1,Lysosome
PSAPL1,Cytosol
SLC25A24,Mitochondrion
ZNF746,Cytosol
PPP4R4,Cytosol
RINT1,Endoplasmic reticulum
TMEM214,Endoplasmic reticulum
TMEM214,Golgi apparatus
TMEM214,Cytosol
TCTN3,Nucleus
DPY19L2,Nucleus
MFSD12,Lysosome
GPR153,Plasma membrane
SWSAP1,Nucleus
UFSP1,Cytosol
RPL13AP3,Nucleus
HIBCH,Mitochondrion
ARMC6,Cytosol
ESRP1,Nucleus
SLC30A6,Golgi apparatus
TAPT1,Centrosome
TAPT1,Cytosol
JMJD6,Nucleus
JMJD6,Nucleolus
JMJD6,Cytosol
JMJD6,Plasma membrane
MZT2B,Centrosome
MZT2B,Cytosol
CAVIN1,Nucleus
CAVIN1,Mitochondrion
CAVIN1,Endoplasmic reticulum
CAVIN1,Cytosol
CAVIN1,Plasma membrane
ZCCHC8,Nucleolus
ZCCHC8,Nucleus
FBXL22,Nucleolus
FBXL22,Cytosol
RPUSD3,Mitochondrion
MAST2,Plasma membrane
MRPL54,Mitochondrion
CDC73,Nucleus
CDC73,Cytosol
SLC48A1,Plasma membrane
PMF1,Golgi apparatus
MRPL14,Mitochondrion
SLC27A4,Endoplasmic reticulum
LLGL2,Cytosol
CC2D1A,Centrosome
CC2D1A,Cytosol
CC2D1A,Plasma membrane
LETMD1,Nucleolus
LETMD1,Mitochondrion
MED27,Nucleus
MED27,Nucleolus
MED27,Cytosol
XRRA1,Nucleus
EDC4,Nucleus
CEP85,Nucleolus
CEP85,Golgi apparatus
CEP85,Centrosome
CEP85,Cytosol
CEP85,Cell cortex
TMEM53,Nucleus
FAHD2B,Mitochondrion
PNCK,Nucleus
PRPF8,Nucleus
C16ORF46,Cytosol
DENND1B,Cytosol
SCYL2,Golgi apparatus
SFXN4,Mitochondrion
PLBD1,Lysosome
GOLM2,Golgi apparatus
FUT10,Lysosome
FUT10,Endoplasmic reticulum
FUT10,Golgi apparatus
ARHGAP11A,Nucleus
ATPSCKMT,Mitochondrion
WDR73,Cytosol
NFRKB,Nucleus
MZT2A,Centrosome
MZT2A,Cytosol
FAHD1,Mitochondrion
FAHD1,Cytosol
TNFAIP8L2,Nucleus
TNFAIP8L2,Lysosome
SLC39A4,Plasma membrane
TMEM71,Mitochondrion
PKN3,Nucleus
ALKBH5,Nucleus
ALKBH5,Golgi apparatus
ALKBH5,Cytosol
PDXDC1,Golgi apparatus
MEAK7,Nucleolus
MEAK7,Cytosol
INTS5,Nucleus
INTS5,Cytosol
CCDC62,Nucleus
LRRC8B,Plasma membrane
ZNF449,Nucleus
GIMAP6,Cytosol
CSAG1,Centrosome
SLC27A1,Plasma membrane
RFWD3,Nucleus
FBXL19,Nucleus
AAGAB,Cytosol
TMEM88,Cytosol
TMEM88,Plasma membrane
TUBA3E,Nucleus
ZNF613,Nucleus
TTC23L,Centrosome
TRMT10B,Cytosol
MORN3,Nucleus
PPIP5K1,Cytosol
PPIP5K1,Plasma membrane
PSRC1,Cytosol
SKIC3,Nucleus
SKIC3,Cytosol
IYD,Plasma membrane
SHQ1,Nucleolus
SHQ1,Cytosol
DARS2,Mitochondrion
TMEM65,Plasma membrane
CCDC174,Nucleus
FBXO38,Cytosol
KCNIP4,Peroxisome
KCNIP4,Endoplasmic reticulum
KCNIP4,Plasma membrane
KCNV1,Plasma membrane
NCEH1,Plasma membrane
FOXR1,Nucleus
TRAT1,Plasma membrane
SPSB3,Nucleus
TRIM65,Cytosol
RHBDF2,Plasma membrane
BRAT1,Nucleus
WDR59,Cytosol
ZC3H14,Nucleus
ZC3H14,Nucleolus
CNST,Plasma membrane
CCDC137,Nucleolus
ATAD2,Nucleus
SLC30A9,Nucleus
SLC30A9,Endoplasmic reticulum
XKRX,Plasma membrane
CEMP1,Nucleus
CPLX2,Nucleus
CPLX2,Cytosol
SLC2A7,Plasma membrane
TRAF7,Plasma membrane
APOA5,Golgi apparatus
FIGLA,Nucleus
USP17L6P,Nucleus
ADGRD1,Cytosol
ADGRD1,Plasma membrane
BLOC1S2,Mitochondrion
BLOC1S2,Centrosome
BLOC1S2,Cytosol
SCAND3,Nucleus
USP17L2,Nucleus
WDR74,Nucleolus
WDR74,Nucleus
DUX4L9,Nucleus
AGTRAP,Golgi apparatus
AGTRAP,Cell cortex
TBPL2,Nucleus
SAMD1,Nucleus
SMARCD3,Nucleus
SARM1,Mitochondrion
NHS,Golgi apparatus
PAQR6,Plasma membrane
PAQR3,Golgi apparatus
OPN5,Plasma membrane
ZNF322,Centrosome
ZNF322,Cytosol
METAP1D,Mitochondrion
MTHFD1L,Mitochondrion
ANKRD12,Cytosol
ANKRD11,Nucleus
ANKRD11,Cytosol
AFTPH,Golgi apparatus
AFTPH,Cytosol
CRTC3,Cytosol
CRTC1,Nucleus
CRTC1,Cytosol
CRTC1,Plasma membrane
SASS6,Centrosome
CSPG4,Plasma membrane
KCNT2,Plasma membrane
CLEC2A,Plasma membrane
CBLN3,Endoplasmic reticulum
CBLN3,Golgi apparatus
SFTA2,Golgi apparatus
SPESP1,Cytosol
ATRAID,Plasma membrane
POGLUT2,Cytosol
UQCC3,Mitochondrion
UQCC3,Cytosol
EPGN,Plasma membrane
PRSS55,Cytosol
LRSAM1,Cytosol
GASK1B,Golgi apparatus
PARM1,Golgi apparatus
PARM1,Cytosol
PARM1,Plasma membrane
GLIPR1L1,Plasma membrane
LCLAT1,Endoplasmic reticulum
LCLAT1,Cytosol
ENPP6,Plasma membrane
PET117,Mitochondrion
C6ORF89,Plasma membrane
ENPP7,Golgi apparatus
ENPP7,Plasma membrane
ARSK,Lysosome
ABRAXAS1,Nucleus
LMBR1L,Plasma membrane
OLFM4,Mitochondrion
OLFM4,Cytosol
OLFM4,Plasma membrane
ALKAL2,Plasma membrane
TMT1B,Cytosol
DRAM2,Lysosome
DRAM2,Golgi apparatus
C16ORF89,Cytosol
CLEC4G,Plasma membrane
SEZ6L2,Plasma membrane
ELAPOR1,Lysosome
ELAPOR1,Plasma membrane
CRELD2,Endoplasmic reticulum
CRELD2,Golgi apparatus
ISLR2,Plasma membrane
LRIG3,Plasma membrane
WDR82,Nucleolus
CASP12,Endoplasmic reticulum
ALKAL1,Plasma membrane
GFRAL,Plasma membrane
GFRAL,Actin cytoskeleton
APOOL,Mitochondrion
BAIAP2L2,Plasma membrane
TMC5,Plasma membrane
TMIGD1,Mitochondrion
TMIGD1,Cytosol
TMIGD1,Plasma membrane
UNC5D,Plasma membrane
FAT4,Plasma membrane
DCHS2,Plasma membrane
DPP8,Cytosol
CFAP299,Nucleus
ZNF562,Nucleus
FOXD4L3,Nucleus
WASH2P,Cytosol
ATF7IP,Nucleus
ATF7IP,Cytosol
RANBP10,Nucleus
NHLRC1,Nucleus
NHLRC1,Endoplasmic reticulum
NHLRC1,Cytosol
PACS1,Golgi apparatus
DPPA3,Nucleus
BCOR,Nucleus
NPSR1,Plasma membrane
RAD9B,Nucleus
MPRIP,Cytosol
MPRIP,Actin cytoskeleton
RAB11FIP1,Cytosol
NSMF,Nucleus
NSMF,Plasma membrane
ZPBP2,Nucleus
NAPRT,Cytosol
SLC30A10,Golgi apparatus
SLC30A10,Plasma membrane
LIPI,Plasma membrane
HACD2,Endoplasmic reticulum
GIGYF2,Endoplasmic reticulum
GIGYF2,Golgi apparatus
GIGYF2,Cytosol
CD109,Cytosol
CD109,Plasma membrane
HSDL2,Mitochondrion
HSDL2,Peroxisome
GLDN,Plasma membrane
TMPRSS11A,Plasma membrane
ZNF783,Nucleus
STAC2,Cytosol
KDM7A,Nucleolus
ZNF730,Nucleus
RNF19B,Endoplasmic reticulum
RNF19B,Cytosol
MEX3B,Cytosol
ZNF66,Nucleus
LIN28B,Nucleolus
LIN28B,Cytosol
MACC1,Nucleus
MACC1,Mitochondrion
ZFP2,Nucleus
CCDC81,Centrosome
RNF111,Cytosol
XNDC1N,Nucleolus
AGMO,Endoplasmic reticulum
DBX2,Nucleus
ZNF497,Nucleus
NBEAL2,Endoplasmic reticulum
FGD5,Endoplasmic reticulum
FGD5,Plasma membrane
SHLD3,Nucleolus
TMEM182,Plasma membrane
CCDC141,Centrosome
FOXI2,Nucleus
ZNF788P,Nucleus
ZNF818P,Nucleus
C15ORF39,Cytosol
QSOX2,Golgi apparatus
QSOX2,Plasma membrane
MMS22L,Nucleus
MMS22L,Cytosol
SRCAP,Nucleus
SRCAP,Golgi apparatus
RBPMS2,Nucleus
RBPMS2,Cytosol
RINL,Actin cytoskeleton
RIPOR1,Golgi apparatus
ZNF662,Nucleus
WDFY4,Endoplasmic reticulum
ZBTB49,Nucleus
ZBTB49,Cytosol
SLC16A12,Plasma membrane
Q6ZSR3,Mitochondrion
ZNF621,Nucleus
BARGIN,Cytosol
BARGIN,Plasma membrane
ZNF826P,Nucleus
ANKRD13D,Plasma membrane
CDHR3,Plasma membrane
TPGS1,Centrosome
CRACD,Cytosol
CFAP65,Plasma membrane
SPATA31F1,Nucleus
CEP128,Golgi apparatus
CEP128,Centrosome
FRMD7,Cytosol
FRMD7,Plasma membrane
RFX8,Nucleus
FAM47E,Nucleus
STOX1,Nucleus
STOX1,Centrosome
STOX1,Cytosol
STOX1,Cell cortex
PHLPP2,Cytosol
GOLT1A,Endoplasmic reticulum
GOLT1A,Cytosol
HJV,Plasma membrane
NCCRP1,Cytosol
PAQR9,Plasma membrane
PAXIP1,Nucleus
PLEKHM3,Plasma membrane
RHEX,Plasma membrane
TMPRSS11F,Plasma membrane
TMTC3,Endoplasmic reticulum
GTF2H5,Nucleolus
VPS13C,Lysosome
VPS13C,Cytosol
ACAD11,Nucleus
USP31,Nucleus
RAPH1,Cytosol
RAPH1,Plasma membrane
USP45,Nucleus
USP45,Cytosol
USP50,Nucleus
USP50,Centrosome
SLC25A26,Mitochondrion
MOB2,Nucleolus
MOB2,Cytosol
UNC13D,Lysosome
UNC13D,Cytosol
CREB3L2,Nucleus
CREB3L2,Endoplasmic reticulum
IKBIP,Nucleolus
IKBIP,Endoplasmic reticulum
ZNF365,Centrosome
KCTD1,Nucleus
H3C13,Nucleus
